O*NET-SOC CODE	Title	TASKS
11-3071.01	Gerentes de transporte	Supervisa actividades relacionadas con el envío, elección de rutas y rastreo de vehículos de transportación, como aeronaves y trenes de transporte.
11-3071.01	Gerentes de transporte	Analiza gastos y otros informes financieros para desarrollar planes, políticas y presupuestos para incrementar ganancias y mejorar servicios.
11-3071.01	Gerentes de transporte	Se reúne y colabora con la administración y otros, para formular y aplicar políticas y procedimientos administrativos, operativos y de relaciones con los clientes.
11-3071.02	Gerentes de almacenamiento y de distribución	Establece procedimientos normales y de emergencia para recibir, manejar, almacenar, enviar o recuperar productos o materiales.
11-3071.02	Gerentes de almacenamiento y de distribución	Examina productos o materiales para calcular cantidades o pesos y tipos de depósitos requeridos para almacenamiento o transportación.
11-3071.02	Gerentes de almacenamiento y de distribución	Interactúa con los clientes o exportadores para solicitar nuevos negocios, responder preguntas sobre servicios ofrecidos o requeridos e investigar reclamaciones.
11-3071.02	Gerentes de almacenamiento y de distribución	Prepara o dirige la preparación de correspondencia, informes, así como manuales de operación, mantenimiento y seguridad.
11-3071.02	Gerentes de almacenamiento y de distribución	Programa la recepción, entrega o distribución aérea o terrestre de productos o materiales.
11-3071.02	Gerentes de almacenamiento y de distribución	Entrevista, selecciona y capacita al personal de bodegas y de supervisión.
11-3071.02	Gerentes de almacenamiento y de distribución	Examina facturas y manifiestos marítimos para asegurar que se cumple con las disposiciones arancelarias y los reglamentos de la aduana; contacta a los funcionarios de aduanas para llevar a cabo la liberación de cargamentos.
11-3071.02	Gerentes de almacenamiento y de distribución	Revisa facturas, órdenes de trabajo, informes de gastos y pronósticos de demanda para calcular periodos de mayor entrega y emitir la asignación del trabajo.
11-3071.02	Gerentes de almacenamiento y de distribución	Supervisa las actividades de los empleados encargados de recibir, almacenar, verificar y embarcar productos o materiales.
11-3071.02	Gerentes de almacenamiento y de distribución	Inspecciona el estado físico de las bodegas y equipos; prepara órdenes de trabajo para verificación, mantenimiento y reparación.
11-3071.02	Gerentes de almacenamiento y de distribución	Desarrolla y aplica planes para la modificación o expansión de instalaciones, como compra de equipo o cambios en la distribución del espacio o en el diseño estructural.
11-3071.02	Gerentes de almacenamiento y de distribución	Negocia contratos, transacciones y convenios de manejo de carga para resolver problemas entre exportadores locales y extranjeros.
11-3071.02	Gerentes de almacenamiento y de distribución	Planea, desarrolla y aplica programas de seguridad y protección y actividades en las bodegas.
11-3071.02	Gerentes de almacenamiento y de distribución	Se reúne con jefes de departamento para coordinar las actividades en las bodegas, tales como producción, ventas, control de registros y compra.
11-9011.01	Gerentes de viveros y de invernaderos	Administra viveros para cultivar plantas hortícolas para su venta a comerciantes o minoristas, para su presentación o exhibición o para investigación.
11-9011.01	Gerentes de viveros y de invernaderos	Se reúne con personal de horticultura para planear renovaciones o añadiduras a las instalaciones.
11-9011.01	Gerentes de viveros y de invernaderos	Negocia contratos para arrendar tierras o camiones o para comprar árboles.
11-9011.01	Gerentes de viveros y de invernaderos	Coordina las actividades administrativas, de registro de datos, inventarios, pedidos y de comercialización.
11-9011.01	Gerentes de viveros y de invernaderos	Recorre las áreas de trabajo para observar que se esté haciendo el trabajo, para inspeccionar las cosechas y para evaluar el estado de plantas y suelos.
11-9011.01	Gerentes de viveros y de invernaderos	Determina el tipo y cantidad de plantas que se van a cultivar, como árboles, arbustos, flores, plantas de ornato o vegetales, con base en presupuestos, volúmenes proyectados de ventas o según el director ejecutivo.
11-9011.01	Gerentes de viveros y de invernaderos	Cultiva plantas hortícolas en condiciones controladas mediante hidroponia.
11-9011.01	Gerentes de viveros y de invernaderos	Selecciona y compra semillas, nutrientes para plantas y químicos para el control de enfermedades.
11-9011.01	Gerentes de viveros y de invernaderos	Considera si las plantas necesitan invernaderos con calefacción o efecto invernadero, o bien, condiciones de crecimiento en ambiente natural.
11-9011.01	Gerentes de viveros y de invernaderos	Contrata a empleados y dirige a supervisores y empleados que plantan semillas, que controlan el crecimiento y enfermedades de las plantas, que colocan plantas en macetas o que las cortan para venderlas.
11-9011.02	Gerentes de granjas agrícolas	Dirige y coordina las actividades de los empleados, como plantar, irrigar, aplicar químicos, cosechar, clasificar, pago de nóminas y registro de datos.
11-9011.02	Gerentes de granjas agrícolas	Contrata a granjeros o terratenientes independientes para cultivar cosechas o para administrar la producción de cosechas.
11-9011.02	Gerentes de granjas agrícolas	Analiza las condiciones del mercado para determinar la distribución de las áreas en acres.
11-9011.02	Gerentes de granjas agrícolas	Coordina las actividades de cultivo con los departamentos de ingeniería, mantenimiento de equipo, almacenes de embalaje, entre otros.
11-9011.02	Gerentes de granjas agrícolas	Contrata, despide, transfiere y promueve a empleados; aplica disposiciones de seguridad e interpreta políticas.
11-9011.02	Gerentes de granjas agrícolas	Compra maquinaria, equipos e insumos, como tractores, semillas, fertilizantes y químicos.
11-9011.02	Gerentes de granjas agrícolas	Planea y dirige el desarrollo y producción de diferentes variedades de plantas híbridas con altas características de producción o de resistencia a enfermedades e insectos.
11-9011.02	Gerentes de granjas agrícolas	Inspecciona huertos frutales y campos para determinar las fechas de maduración de las cosechas o para calcular el posible daño a las cosechas causado por el clima.
11-9011.02	Gerentes de granjas agrícolas	Inspecciona los equipos para garantizar que funcionan de manera adecuada.
11-9011.02	Gerentes de granjas agrícolas	Analiza el suelo para determinar el tipo y cantidad de fertilizante necesario para una producción óptima.
11-9011.02	Gerentes de granjas agrícolas	Determina cambios en los procedimientos de secado, clasificación, almacenamiento y envío para una mayor eficiencia y precisión.
11-9011.02	Gerentes de granjas agrícolas	Registra información, como producción, prácticas de administración de granjas y cría de ganado; prepara informes operativos y financieros.
11-9011.02	Gerentes de granjas agrícolas	Se reúne con compradores y se encarga de la venta de cosechas.
11-9011.02	Gerentes de granjas agrícolas	Negocia con funcionarios bancarios la obtención de créditos.
11-9011.02	Gerentes de granjas agrícolas	Evalúa los estados financieros y hace propuestas de presupuesto.
11-9011.03	Gerentes de criaderos de peces	Determina, administra y aplica políticas referentes a la administración, normas de actividades de piscicultura y mantenimiento de instalaciones.
11-9011.03	Gerentes de criaderos de peces	Prepara informes que son requeridos por las leyes federales y estatales.
11-9011.03	Gerentes de criaderos de peces	Aprueba la contratación y despido de empleados, firma las nóminas y desempeña labores de administración de personal.
11-9011.03	Gerentes de criaderos de peces	Administra y rinde cuentas de los fondos.
11-9011.03	Gerentes de criaderos de peces	Prepara informes presupuestarios.
11-9011.03	Gerentes de criaderos de peces	Supervisa la pesca y desove de peces, incubación de huevos y crianza de jaramugos mediante la aplicación de conocimientos y técnicas sobre la administración y el cultivos de peces.
11-9011.03	Gerentes de criaderos de peces	Supervisa el movimiento de peces maduros hacia lagos, lagunas, arroyos o estanques comerciales.
11-9011.03	Gerentes de criaderos de peces	Recaba información referente a técnicas para reunir, fecundar, incubar huevas, así como tratar huevas y jaramugos.
